season,round,url,raceName,date,Circuit.circuitId,Circuit.url,Circuit.circuitName,Circuit.Location.lat,Circuit.Location.long,Circuit.Location.locality,Circuit.Location.country,time,FirstPractice.date,SecondPractice.date,ThirdPractice.date,Qualifying.date,Sprint.date,FirstPractice.time,SecondPractice.time,ThirdPractice.time,Qualifying.time,Sprint.time
2011,19,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,Brazilian Grand Prix,2011-11-27,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,16:00:00Z,,,,,,,,,,
2012,1,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,Australian Grand Prix,2012-03-18,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,06:00:00Z,,,,,,,,,,
2012,2,http://en.wikipedia.org/wiki/2012_Malaysian_Grand_Prix,Malaysian Grand Prix,2012-03-25,sepang,http://en.wikipedia.org/wiki/Sepang_International_Circuit,Sepang International Circuit,2.76083,101.738,Kuala Lumpur,Malaysia,08:00:00Z,,,,,,,,,,
2012,3,http://en.wikipedia.org/wiki/2012_Chinese_Grand_Prix,Chinese Grand Prix,2012-04-15,shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai International Circuit,31.3389,121.22,Shanghai,China,07:00:00Z,,,,,,,,,,
2012,4,http://en.wikipedia.org/wiki/2012_Bahrain_Grand_Prix,Bahrain Grand Prix,2012-04-22,bahrain,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,12:00:00Z,,,,,,,,,,
2012,5,http://en.wikipedia.org/wiki/2012_Spanish_Grand_Prix,Spanish Grand Prix,2012-05-13,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,12:00:00Z,,,,,,,,,,
2012,6,http://en.wikipedia.org/wiki/2012_Monaco_Grand_Prix,Monaco Grand Prix,2012-05-27,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,12:00:00Z,,,,,,,,,,
2012,7,http://en.wikipedia.org/wiki/2012_Canadian_Grand_Prix,Canadian Grand Prix,2012-06-10,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,18:00:00Z,,,,,,,,,,
2012,8,http://en.wikipedia.org/wiki/2012_European_Grand_Prix,European Grand Prix,2012-06-24,valencia,http://en.wikipedia.org/wiki/Valencia_Street_Circuit,Valencia Street Circuit,39.4589,-0.331667,Valencia,Spain,12:00:00Z,,,,,,,,,,
2012,9,http://en.wikipedia.org/wiki/2012_British_Grand_Prix,British Grand Prix,2012-07-08,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,12:00:00Z,,,,,,,,,,
2012,10,http://en.wikipedia.org/wiki/2012_German_Grand_Prix,German Grand Prix,2012-07-22,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,12:00:00Z,,,,,,,,,,
2012,11,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,Hungarian Grand Prix,2012-07-29,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,12:00:00Z,,,,,,,,,,
2012,12,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,Belgian Grand Prix,2012-09-02,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,12:00:00Z,,,,,,,,,,
2012,13,http://en.wikipedia.org/wiki/2012_Italian_Grand_Prix,Italian Grand Prix,2012-09-09,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,12:00:00Z,,,,,,,,,,
2012,14,http://en.wikipedia.org/wiki/2012_Singapore_Grand_Prix,Singapore Grand Prix,2012-09-23,marina_bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,12:00:00Z,,,,,,,,,,
2012,15,http://en.wikipedia.org/wiki/2012_Japanese_Grand_Prix,Japanese Grand Prix,2012-10-07,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,06:00:00Z,,,,,,,,,,
2012,16,http://en.wikipedia.org/wiki/2012_Korean_Grand_Prix,Korean Grand Prix,2012-10-14,yeongam,http://en.wikipedia.org/wiki/Korean_International_Circuit,Korean International Circuit,34.7333,126.417,Yeongam County,Korea,06:00:00Z,,,,,,,,,,
2012,17,http://en.wikipedia.org/wiki/2012_Indian_Grand_Prix,Indian Grand Prix,2012-10-28,buddh,http://en.wikipedia.org/wiki/Buddh_International_Circuit,Buddh International Circuit,28.3487,77.5331,Uttar Pradesh,India,09:30:00Z,,,,,,,,,,
2012,18,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,2012-11-04,yas_marina,http://en.wikipedia.org/wiki/Yas_Marina_Circuit,Yas Marina Circuit,24.4672,54.6031,Abu Dhabi,UAE,13:00:00Z,,,,,,,,,,
2012,19,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,United States Grand Prix,2012-11-18,americas,http://en.wikipedia.org/wiki/Circuit_of_the_Americas,Circuit of the Americas,30.1328,-97.6411,Austin,USA,19:00:00Z,,,,,,,,,,
2012,20,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,Brazilian Grand Prix,2012-11-25,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,16:00:00Z,,,,,,,,,,
2013,1,http://en.wikipedia.org/wiki/2013_Australian_Grand_Prix,Australian Grand Prix,2013-03-17,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,06:00:00Z,,,,,,,,,,
2013,2,http://en.wikipedia.org/wiki/2013_Malaysian_Grand_Prix,Malaysian Grand Prix,2013-03-24,sepang,http://en.wikipedia.org/wiki/Sepang_International_Circuit,Sepang International Circuit,2.76083,101.738,Kuala Lumpur,Malaysia,08:00:00Z,,,,,,,,,,
2013,3,http://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix,Chinese Grand Prix,2013-04-14,shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai International Circuit,31.3389,121.22,Shanghai,China,07:00:00Z,,,,,,,,,,
2013,4,http://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix,Bahrain Grand Prix,2013-04-21,bahrain,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,12:00:00Z,,,,,,,,,,
2013,5,http://en.wikipedia.org/wiki/2013_Spanish_Grand_Prix,Spanish Grand Prix,2013-05-12,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,12:00:00Z,,,,,,,,,,
2013,6,http://en.wikipedia.org/wiki/2013_Monaco_Grand_Prix,Monaco Grand Prix,2013-05-26,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,12:00:00Z,,,,,,,,,,
2013,7,http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix,Canadian Grand Prix,2013-06-09,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,18:00:00Z,,,,,,,,,,
2013,8,http://en.wikipedia.org/wiki/2013_British_Grand_Prix,British Grand Prix,2013-06-30,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,12:00:00Z,,,,,,,,,,
2013,9,http://en.wikipedia.org/wiki/2013_German_Grand_Prix,German Grand Prix,2013-07-07,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,12:00:00Z,,,,,,,,,,
2013,10,http://en.wikipedia.org/wiki/2013_Hungarian_Grand_Prix,Hungarian Grand Prix,2013-07-28,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,12:00:00Z,,,,,,,,,,
2013,11,http://en.wikipedia.org/wiki/2013_Belgian_Grand_Prix,Belgian Grand Prix,2013-08-25,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,12:00:00Z,,,,,,,,,,
2013,12,http://en.wikipedia.org/wiki/2013_Italian_Grand_Prix,Italian Grand Prix,2013-09-08,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,12:00:00Z,,,,,,,,,,
2013,13,http://en.wikipedia.org/wiki/2013_Singapore_Grand_Prix,Singapore Grand Prix,2013-09-22,marina_bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,12:00:00Z,,,,,,,,,,
2013,14,http://en.wikipedia.org/wiki/2013_Korean_Grand_Prix,Korean Grand Prix,2013-10-06,yeongam,http://en.wikipedia.org/wiki/Korean_International_Circuit,Korean International Circuit,34.7333,126.417,Yeongam County,Korea,06:00:00Z,,,,,,,,,,
2013,15,http://en.wikipedia.org/wiki/2013_Japanese_Grand_Prix,Japanese Grand Prix,2013-10-13,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,06:00:00Z,,,,,,,,,,
2013,16,http://en.wikipedia.org/wiki/2013_Indian_Grand_Prix,Indian Grand Prix,2013-10-27,buddh,http://en.wikipedia.org/wiki/Buddh_International_Circuit,Buddh International Circuit,28.3487,77.5331,Uttar Pradesh,India,09:30:00Z,,,,,,,,,,
2013,17,http://en.wikipedia.org/wiki/2013_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,2013-11-03,yas_marina,http://en.wikipedia.org/wiki/Yas_Marina_Circuit,Yas Marina Circuit,24.4672,54.6031,Abu Dhabi,UAE,13:00:00Z,,,,,,,,,,
2013,18,http://en.wikipedia.org/wiki/2013_United_States_Grand_Prix,United States Grand Prix,2013-11-17,americas,http://en.wikipedia.org/wiki/Circuit_of_the_Americas,Circuit of the Americas,30.1328,-97.6411,Austin,USA,19:00:00Z,,,,,,,,,,
2013,19,http://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix,Brazilian Grand Prix,2013-11-24,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,16:00:00Z,,,,,,,,,,
2014,1,http://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,2014-03-16,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,06:00:00Z,,,,,,,,,,
2014,2,http://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix,Malaysian Grand Prix,2014-03-30,sepang,http://en.wikipedia.org/wiki/Sepang_International_Circuit,Sepang International Circuit,2.76083,101.738,Kuala Lumpur,Malaysia,08:00:00Z,,,,,,,,,,
2014,3,http://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix,Bahrain Grand Prix,2014-04-06,bahrain,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,15:00:00Z,,,,,,,,,,
2014,4,http://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix,Chinese Grand Prix,2014-04-20,shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai International Circuit,31.3389,121.22,Shanghai,China,07:00:00Z,,,,,,,,,,
2014,5,http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix,Spanish Grand Prix,2014-05-11,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,12:00:00Z,,,,,,,,,,
2014,6,http://en.wikipedia.org/wiki/2014_Monaco_Grand_Prix,Monaco Grand Prix,2014-05-25,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,12:00:00Z,,,,,,,,,,
2014,7,http://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix,Canadian Grand Prix,2014-06-08,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,18:00:00Z,,,,,,,,,,
2014,8,http://en.wikipedia.org/wiki/2014_Austrian_Grand_Prix,Austrian Grand Prix,2014-06-22,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,12:00:00Z,,,,,,,,,,
2014,9,http://en.wikipedia.org/wiki/2014_British_Grand_Prix,British Grand Prix,2014-07-06,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,12:00:00Z,,,,,,,,,,
2014,10,http://en.wikipedia.org/wiki/2014_German_Grand_Prix,German Grand Prix,2014-07-20,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,12:00:00Z,,,,,,,,,,
2014,11,http://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix,Hungarian Grand Prix,2014-07-27,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,12:00:00Z,,,,,,,,,,
2014,12,http://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix,Belgian Grand Prix,2014-08-24,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,12:00:00Z,,,,,,,,,,
2014,13,http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,Italian Grand Prix,2014-09-07,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,12:00:00Z,,,,,,,,,,
2014,14,http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,Singapore Grand Prix,2014-09-21,marina_bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,12:00:00Z,,,,,,,,,,
2014,15,http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,Japanese Grand Prix,2014-10-05,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,06:00:00Z,,,,,,,,,,
2014,16,http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,Russian Grand Prix,2014-10-12,sochi,http://en.wikipedia.org/wiki/Sochi_Autodrom,Sochi Autodrom,43.4057,39.9578,Sochi,Russia,11:00:00Z,,,,,,,,,,
2014,17,http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,United States Grand Prix,2014-11-02,americas,http://en.wikipedia.org/wiki/Circuit_of_the_Americas,Circuit of the Americas,30.1328,-97.6411,Austin,USA,20:00:00Z,,,,,,,,,,
2014,18,http://en.wikipedia.org/wiki/2014_Brazilian_Grand_Prix,Brazilian Grand Prix,2014-11-09,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,16:00:00Z,,,,,,,,,,
2014,19,http://en.wikipedia.org/wiki/2014_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,2014-11-23,yas_marina,http://en.wikipedia.org/wiki/Yas_Marina_Circuit,Yas Marina Circuit,24.4672,54.6031,Abu Dhabi,UAE,13:00:00Z,,,,,,,,,,
2015,1,http://en.wikipedia.org/wiki/2015_Australian_Grand_Prix,Australian Grand Prix,2015-03-15,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,05:00:00Z,,,,,,,,,,
2015,2,http://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix,Malaysian Grand Prix,2015-03-29,sepang,http://en.wikipedia.org/wiki/Sepang_International_Circuit,Sepang International Circuit,2.76083,101.738,Kuala Lumpur,Malaysia,07:00:00Z,,,,,,,,,,
2015,3,http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix,Chinese Grand Prix,2015-04-12,shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai International Circuit,31.3389,121.22,Shanghai,China,06:00:00Z,,,,,,,,,,
2015,4,http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix,Bahrain Grand Prix,2015-04-19,bahrain,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,15:00:00Z,,,,,,,,,,
2015,5,http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix,Spanish Grand Prix,2015-05-10,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,12:00:00Z,,,,,,,,,,
2015,6,http://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix,Monaco Grand Prix,2015-05-24,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,12:00:00Z,,,,,,,,,,
2015,7,http://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix,Canadian Grand Prix,2015-06-07,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,18:00:00Z,,,,,,,,,,
2015,8,http://en.wikipedia.org/wiki/2015_Austrian_Grand_Prix,Austrian Grand Prix,2015-06-21,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,12:00:00Z,,,,,,,,,,
2015,9,http://en.wikipedia.org/wiki/2015_British_Grand_Prix,British Grand Prix,2015-07-05,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,12:00:00Z,,,,,,,,,,
2015,10,http://en.wikipedia.org/wiki/2015_Hungarian_Grand_Prix,Hungarian Grand Prix,2015-07-26,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,12:00:00Z,,,,,,,,,,
2015,11,http://en.wikipedia.org/wiki/2015_Belgian_Grand_Prix,Belgian Grand Prix,2015-08-23,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,12:00:00Z,,,,,,,,,,
2015,12,http://en.wikipedia.org/wiki/2015_Italian_Grand_Prix,Italian Grand Prix,2015-09-06,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,12:00:00Z,,,,,,,,,,
2015,13,http://en.wikipedia.org/wiki/2015_Singapore_Grand_Prix,Singapore Grand Prix,2015-09-20,marina_bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,12:00:00Z,,,,,,,,,,
2015,14,http://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,Japanese Grand Prix,2015-09-27,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,05:00:00Z,,,,,,,,,,
2015,15,http://en.wikipedia.org/wiki/2015_Russian_Grand_Prix,Russian Grand Prix,2015-10-11,sochi,http://en.wikipedia.org/wiki/Sochi_Autodrom,Sochi Autodrom,43.4057,39.9578,Sochi,Russia,11:00:00Z,,,,,,,,,,
2015,16,http://en.wikipedia.org/wiki/2015_United_States_Grand_Prix,United States Grand Prix,2015-10-25,americas,http://en.wikipedia.org/wiki/Circuit_of_the_Americas,Circuit of the Americas,30.1328,-97.6411,Austin,USA,19:00:00Z,,,,,,,,,,
2015,17,http://en.wikipedia.org/wiki/2015_Mexican_Grand_Prix,Mexican Grand Prix,2015-11-01,rodriguez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Autódromo Hermanos Rodríguez,19.4042,-99.0907,Mexico City,Mexico,19:00:00Z,,,,,,,,,,
2015,18,http://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix,Brazilian Grand Prix,2015-11-15,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,16:00:00Z,,,,,,,,,,
2015,19,http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,2015-11-29,yas_marina,http://en.wikipedia.org/wiki/Yas_Marina_Circuit,Yas Marina Circuit,24.4672,54.6031,Abu Dhabi,UAE,13:00:00Z,,,,,,,,,,
2016,1,http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix,Australian Grand Prix,2016-03-20,albert_park,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,05:00:00Z,,,,,,,,,,
2016,2,http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix,Bahrain Grand Prix,2016-04-03,bahrain,http://en.wikipedia.org/wiki/Bahrain_International_Circuit,Bahrain International Circuit,26.0325,50.5106,Sakhir,Bahrain,15:00:00Z,,,,,,,,,,
2016,3,http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix,Chinese Grand Prix,2016-04-17,shanghai,http://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai International Circuit,31.3389,121.22,Shanghai,China,06:00:00Z,,,,,,,,,,
2016,4,http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix,Russian Grand Prix,2016-05-01,sochi,http://en.wikipedia.org/wiki/Sochi_Autodrom,Sochi Autodrom,43.4057,39.9578,Sochi,Russia,12:00:00Z,,,,,,,,,,
2016,5,http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix,Spanish Grand Prix,2016-05-15,catalunya,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,12:00:00Z,,,,,,,,,,
2016,6,http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix,Monaco Grand Prix,2016-05-29,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,12:00:00Z,,,,,,,,,,
2016,7,http://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix,Canadian Grand Prix,2016-06-12,villeneuve,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,18:00:00Z,,,,,,,,,,
2016,8,http://en.wikipedia.org/wiki/2016_European_Grand_Prix,European Grand Prix,2016-06-19,baku,http://en.wikipedia.org/wiki/Baku_City_Circuit,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,13:00:00Z,,,,,,,,,,
2016,9,http://en.wikipedia.org/wiki/2016_Austrian_Grand_Prix,Austrian Grand Prix,2016-07-03,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,12:00:00Z,,,,,,,,,,
2016,10,http://en.wikipedia.org/wiki/2016_British_Grand_Prix,British Grand Prix,2016-07-10,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,12:00:00Z,,,,,,,,,,
2016,11,http://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix,Hungarian Grand Prix,2016-07-24,hungaroring,http://en.wikipedia.org/wiki/Hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,12:00:00Z,,,,,,,,,,
2016,12,http://en.wikipedia.org/wiki/2016_German_Grand_Prix,German Grand Prix,2016-07-31,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,12:00:00Z,,,,,,,,,,
2016,13,http://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix,Belgian Grand Prix,2016-08-28,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,12:00:00Z,,,,,,,,,,
2016,14,http://en.wikipedia.org/wiki/2016_Italian_Grand_Prix,Italian Grand Prix,2016-09-04,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,12:00:00Z,,,,,,,,,,
2016,15,http://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix,Singapore Grand Prix,2016-09-18,marina_bay,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,12:00:00Z,,,,,,,,,,
2016,16,http://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix,Malaysian Grand Prix,2016-10-02,sepang,http://en.wikipedia.org/wiki/Sepang_International_Circuit,Sepang International Circuit,2.76083,101.738,Kuala Lumpur,Malaysia,07:00:00Z,,,,,,,,,,
2016,17,http://en.wikipedia.org/wiki/2016_Japanese_Grand_Prix,Japanese Grand Prix,2016-10-09,suzuka,http://en.wikipedia.org/wiki/Suzuka_Circuit,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,05:00:00Z,,,,,,,,,,
2016,18,http://en.wikipedia.org/wiki/2016_United_States_Grand_Prix,United States Grand Prix,2016-10-23,americas,http://en.wikipedia.org/wiki/Circuit_of_the_Americas,Circuit of the Americas,30.1328,-97.6411,Austin,USA,19:00:00Z,,,,,,,,,,
2016,19,http://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix,Mexican Grand Prix,2016-10-30,rodriguez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Autódromo Hermanos Rodríguez,19.4042,-99.0907,Mexico City,Mexico,19:00:00Z,,,,,,,,,,
2016,20,http://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix,Brazilian Grand Prix,2016-11-13,interlagos,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace,Autódromo José Carlos Pace,-23.7036,-46.6997,São Paulo,Brazil,16:00:00Z,,,,,,,,,,
